parameter_name,parameter_scope,source_class,value,unit,location,source_detail,notes
phase_theta_deg,phase:A07-P1,assumption,200,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
support_mode_phase,phase:A07-P1,assumption,single_support_rotational,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
translation_share,phase:A07-P1,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
active_segments_json,phase:A07-P1,assumption,"[""S2"", ""S7"", ""S9""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
strike_segments_json,phase:A07-P1,assumption,[],-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
impact_weight_json,phase:A07-P1,assumption,"{""S2"": 0.55, ""S7"": 0.25, ""S9"": 0.2}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
stability_weight_json,phase:A07-P1,assumption,"{""S2"": 0.5, ""S7"": 0.25, ""S9"": 0.25}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
theta_share_json,phase:A07-P1,assumption,"{""S2"": 0.6, ""S7"": 0.25, ""S9"": 0.15}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
phase_decay,phase:A07-P1,assumption,1.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：spin_load
phase_time_ratio,phase:A07-P2,assumption,0.55,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
phase_theta_deg,phase:A07-P2,assumption,180,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
support_mode_phase,phase:A07-P2,assumption,single_support_rotational,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
translation_share,phase:A07-P2,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
active_segments_json,phase:A07-P2,assumption,"[""S2"", ""S8"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
strike_segments_json,phase:A07-P2,assumption,"[""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
impact_weight_json,phase:A07-P2,assumption,"{""S2"": 0.25, ""S8"": 0.25, ""S10"": 0.5}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
stability_weight_json,phase:A07-P2,assumption,"{""S2"": 0.45, ""S8"": 0.2, ""S10"": 0.35}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
theta_share_json,phase:A07-P2,assumption,"{""S2"": 0.25, ""S8"": 0.3, ""S10"": 0.45}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
phase_decay,phase:A07-P2,assumption,0.95,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_release
phase_time_ratio,phase:A10-P1,assumption,0.4,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
phase_theta_deg,phase:A10-P1,assumption,50,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
support_mode_phase,phase:A10-P1,assumption,double_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
translation_share,phase:A10-P1,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
active_segments_json,phase:A10-P1,assumption,"[""S2"", ""S4"", ""S6""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
strike_segments_json,phase:A10-P1,assumption,"[""S6""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
impact_weight_json,phase:A10-P1,assumption,"{""S2"": 0.15, ""S4"": 0.25, ""S6"": 0.6}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
stability_weight_json,phase:A10-P1,assumption,"{""S2"": 0.5, ""S4"": 0.2, ""S6"": 0.3}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
theta_share_json,phase:A10-P1,assumption,"{""S2"": 0.1, ""S4"": 0.35, ""S6"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
phase_decay,phase:A10-P1,assumption,1.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：punch_setup
phase_time_ratio,phase:A10-P2,assumption,0.6,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
phase_theta_deg,phase:A10-P2,assumption,90,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
support_mode_phase,phase:A10-P2,assumption,single_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
translation_share,phase:A10-P2,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
active_segments_json,phase:A10-P2,assumption,"[""S2"", ""S8"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
strike_segments_json,phase:A10-P2,assumption,"[""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
impact_weight_json,phase:A10-P2,assumption,"{""S2"": 0.15, ""S8"": 0.3, ""S10"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
stability_weight_json,phase:A10-P2,assumption,"{""S2"": 0.5, ""S8"": 0.2, ""S10"": 0.3}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
theta_share_json,phase:A10-P2,assumption,"{""S2"": 0.1, ""S8"": 0.35, ""S10"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
phase_decay,phase:A10-P2,assumption,0.92,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_finish
phase_time_ratio,phase:A11-P1,assumption,0.2,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
phase_theta_deg,phase:A11-P1,assumption,90,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
support_mode_phase,phase:A11-P1,assumption,single_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
translation_share,phase:A11-P1,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
active_segments_json,phase:A11-P1,assumption,"[""S2"", ""S8"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
strike_segments_json,phase:A11-P1,assumption,"[""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
impact_weight_json,phase:A11-P1,assumption,"{""S2"": 0.15, ""S8"": 0.3, ""S10"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
stability_weight_json,phase:A11-P1,assumption,"{""S2"": 0.5, ""S8"": 0.2, ""S10"": 0.3}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
theta_share_json,phase:A11-P1,assumption,"{""S2"": 0.1, ""S8"": 0.35, ""S10"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
phase_decay,phase:A11-P1,assumption,1.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_1
phase_time_ratio,phase:A11-P2,assumption,0.2,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
phase_theta_deg,phase:A11-P2,assumption,90,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
support_mode_phase,phase:A11-P2,assumption,single_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
translation_share,phase:A11-P2,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
active_segments_json,phase:A11-P2,assumption,"[""S2"", ""S7"", ""S9""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
strike_segments_json,phase:A11-P2,assumption,"[""S9""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
impact_weight_json,phase:A11-P2,assumption,"{""S2"": 0.15, ""S7"": 0.3, ""S9"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
stability_weight_json,phase:A11-P2,assumption,"{""S2"": 0.5, ""S7"": 0.2, ""S9"": 0.3}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
theta_share_json,phase:A11-P2,assumption,"{""S2"": 0.1, ""S7"": 0.35, ""S9"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
phase_decay,phase:A11-P2,assumption,0.96,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_2
phase_time_ratio,phase:A11-P3,assumption,0.2,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
phase_theta_deg,phase:A11-P3,assumption,90,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
support_mode_phase,phase:A11-P3,assumption,single_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
translation_share,phase:A11-P3,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
active_segments_json,phase:A11-P3,assumption,"[""S2"", ""S8"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
strike_segments_json,phase:A11-P3,assumption,"[""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
impact_weight_json,phase:A11-P3,assumption,"{""S2"": 0.15, ""S8"": 0.3, ""S10"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
stability_weight_json,phase:A11-P3,assumption,"{""S2"": 0.5, ""S8"": 0.2, ""S10"": 0.3}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
theta_share_json,phase:A11-P3,assumption,"{""S2"": 0.1, ""S8"": 0.35, ""S10"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
phase_decay,phase:A11-P3,assumption,0.92,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_3
phase_time_ratio,phase:A11-P4,assumption,0.2,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
phase_theta_deg,phase:A11-P4,assumption,90,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
support_mode_phase,phase:A11-P4,assumption,single_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
translation_share,phase:A11-P4,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
active_segments_json,phase:A11-P4,assumption,"[""S2"", ""S7"", ""S9""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
strike_segments_json,phase:A11-P4,assumption,"[""S9""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
impact_weight_json,phase:A11-P4,assumption,"{""S2"": 0.15, ""S7"": 0.3, ""S9"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
stability_weight_json,phase:A11-P4,assumption,"{""S2"": 0.5, ""S7"": 0.2, ""S9"": 0.3}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
theta_share_json,phase:A11-P4,assumption,"{""S2"": 0.1, ""S7"": 0.35, ""S9"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
phase_decay,phase:A11-P4,assumption,0.88,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_4
phase_time_ratio,phase:A11-P5,assumption,0.2,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
phase_theta_deg,phase:A11-P5,assumption,90,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
support_mode_phase,phase:A11-P5,assumption,single_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
translation_share,phase:A11-P5,assumption,0.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
active_segments_json,phase:A11-P5,assumption,"[""S2"", ""S8"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
strike_segments_json,phase:A11-P5,assumption,"[""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
impact_weight_json,phase:A11-P5,assumption,"{""S2"": 0.15, ""S8"": 0.3, ""S10"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
stability_weight_json,phase:A11-P5,assumption,"{""S2"": 0.5, ""S8"": 0.2, ""S10"": 0.3}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
theta_share_json,phase:A11-P5,assumption,"{""S2"": 0.1, ""S8"": 0.35, ""S10"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
phase_decay,phase:A11-P5,assumption,0.84,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：kick_5
phase_time_ratio,phase:A12-P1,assumption,0.45,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
phase_theta_deg,phase:A12-P1,assumption,8,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
support_mode_phase,phase:A12-P1,assumption,dynamic_double_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
translation_share,phase:A12-P1,assumption,0.7,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
active_segments_json,phase:A12-P1,assumption,"[""S2"", ""S7"", ""S8"", ""S9"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
strike_segments_json,phase:A12-P1,assumption,[],-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
impact_weight_json,phase:A12-P1,assumption,"{""S2"": 0.4, ""S7"": 0.15, ""S8"": 0.15, ""S9"": 0.15, ""S10"": 0.15}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
stability_weight_json,phase:A12-P1,assumption,"{""S2"": 0.45, ""S7"": 0.1, ""S8"": 0.1, ""S9"": 0.175, ""S10"": 0.175}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
theta_share_json,phase:A12-P1,assumption,"{""S2"": 0.5, ""S7"": 0.15, ""S8"": 0.15, ""S9"": 0.1, ""S10"": 0.1}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
phase_decay,phase:A12-P1,assumption,1.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：approach_accel
phase_time_ratio,phase:A12-P2,assumption,0.2,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
phase_theta_deg,phase:A12-P2,assumption,12,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
support_mode_phase,phase:A12-P2,assumption,dynamic_double_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
translation_share,phase:A12-P2,assumption,0.2,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
active_segments_json,phase:A12-P2,assumption,"[""S2"", ""S7"", ""S8"", ""S9"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
strike_segments_json,phase:A12-P2,assumption,"[""S2""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
impact_weight_json,phase:A12-P2,assumption,"{""S2"": 0.7, ""S7"": 0.075, ""S8"": 0.075, ""S9"": 0.075, ""S10"": 0.075}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
stability_weight_json,phase:A12-P2,assumption,"{""S2"": 0.5, ""S7"": 0.1, ""S8"": 0.1, ""S9"": 0.15, ""S10"": 0.15}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
theta_share_json,phase:A12-P2,assumption,"{""S2"": 0.6, ""S7"": 0.1, ""S8"": 0.1, ""S9"": 0.1, ""S10"": 0.1}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
phase_decay,phase:A12-P2,assumption,0.98,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：body_impact
phase_time_ratio,phase:A12-P3,assumption,0.35,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
phase_theta_deg,phase:A12-P3,assumption,6,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
support_mode_phase,phase:A12-P3,assumption,dynamic_double_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
translation_share,phase:A12-P3,assumption,0.1,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
active_segments_json,phase:A12-P3,assumption,"[""S2"", ""S7"", ""S8"", ""S9"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
strike_segments_json,phase:A12-P3,assumption,[],-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
impact_weight_json,phase:A12-P3,assumption,"{""S2"": 0.3, ""S7"": 0.175, ""S8"": 0.175, ""S9"": 0.175, ""S10"": 0.175}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
stability_weight_json,phase:A12-P3,assumption,"{""S2"": 0.55, ""S7"": 0.1, ""S8"": 0.1, ""S9"": 0.125, ""S10"": 0.125}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
theta_share_json,phase:A12-P3,assumption,"{""S2"": 0.4, ""S7"": 0.15, ""S8"": 0.15, ""S9"": 0.15, ""S10"": 0.15}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
phase_decay,phase:A12-P3,assumption,0.9,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：recovery_brake
phase_time_ratio,phase:A13-P1,assumption,0.6,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
phase_theta_deg,phase:A13-P1,assumption,70,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
support_mode_phase,phase:A13-P1,assumption,recovery_transition,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
translation_share,phase:A13-P1,assumption,0.6,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
active_segments_json,phase:A13-P1,assumption,"[""S2"", ""S4"", ""S6"", ""S7"", ""S8"", ""S9"", ""S10""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
strike_segments_json,phase:A13-P1,assumption,[],-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
impact_weight_json,phase:A13-P1,assumption,"{""S2"": 0.25, ""S4"": 0.05, ""S6"": 0.1, ""S7"": 0.15, ""S8"": 0.15, ""S9"": 0.15, ""S10"": 0.15}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
stability_weight_json,phase:A13-P1,assumption,"{""S2"": 0.35, ""S4"": 0.05, ""S6"": 0.1, ""S7"": 0.15, ""S8"": 0.15, ""S9"": 0.1, ""S10"": 0.1}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
theta_share_json,phase:A13-P1,assumption,"{""S2"": 0.25, ""S4"": 0.1, ""S6"": 0.1, ""S7"": 0.15, ""S8"": 0.15, ""S9"": 0.1, ""S10"": 0.15}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
phase_decay,phase:A13-P1,assumption,1.0,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：getup_recovery
phase_time_ratio,phase:A13-P2,assumption,0.4,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
phase_theta_deg,phase:A13-P2,assumption,50,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
support_mode_phase,phase:A13-P2,assumption,quasi_single_support,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
translation_share,phase:A13-P2,assumption,0.4,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
active_segments_json,phase:A13-P2,assumption,"[""S2"", ""S4"", ""S6""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
strike_segments_json,phase:A13-P2,assumption,"[""S6""]",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
impact_weight_json,phase:A13-P2,assumption,"{""S2"": 0.2, ""S4"": 0.25, ""S6"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
stability_weight_json,phase:A13-P2,assumption,"{""S2"": 0.5, ""S4"": 0.2, ""S6"": 0.3}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
theta_share_json,phase:A13-P2,assumption,"{""S2"": 0.15, ""S4"": 0.3, ""S6"": 0.55}",-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
phase_decay,phase:A13-P2,assumption,0.92,-,q1_action_phase_templates.csv,phase_template,动作相位模板字段：counter_strike
support_depth_m,global_assumption,assumption,0.25266,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,前后支撑深度采用题解中的保守口径。
foot_spacing_ratio,global_assumption,assumption,0.6,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,双脚内侧间距采用机体宽度的 60%。
upper_com_ratio,global_assumption,assumption,0.45,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,整体质心高度采用上体高度的 45%。
effective_speed_ratio,global_assumption,assumption,0.6,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,动作有效角速度取理论输出上限的 60%。
average_torque_ratio,global_assumption,assumption,0.5,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,平均力矩取最大关节力矩的 50%。
average_speed_ratio,global_assumption,assumption,0.4,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,平均角速度取输出轴理论上限的 40%。
torso_eccentricity_m,global_assumption,assumption,0.15,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,躯干转体偏心半径采用 0.15m 的保守估计。
body_charge_gamma,global_assumption,assumption,0.35,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,冲撞平动对质心偏移的折减系数。
counter_recovery_gamma,global_assumption,assumption,0.15,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,倒地恢复平动对质心偏移的折减系数。
dynamic_gravity_m_s2,global_assumption,assumption,9.81,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,重力加速度常数，用于 ZMP 近似与恢复功计算。
dynamic_peak_acc_cap_m_s2,global_assumption,assumption,7.0,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,动态峰值加速度上限，用于避免极短相位将 ZMP 动态项放大过头。
exposure_time_ref_s,global_assumption,assumption,0.6,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,暴露指数的参考时间尺度。
exposure_phase_alpha,global_assumption,assumption,0.15,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,多阶段动作的暴露累积系数。
exposure_switch_beta,global_assumption,assumption,0.1,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,支撑切换次数对暴露的附加系数。
rotation_exposure_beta,global_assumption,assumption,0.08,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,旋转复杂度对暴露的附加系数。
reference_velocity_m_s,global_assumption,assumption,6.0,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,速度映射为得分潜力时的参考速度。
velocity_sigmoid_scale,global_assumption,assumption,1.25,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,速度映射 Sigmoid 曲线的尺度参数。
zmp_logistic_slope,global_assumption,assumption,8.0,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,ZMP 越界比率映射为跌倒风险时的 Logistic 斜率。
support_amplify_factor,global_assumption,assumption,0.75,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,支撑模式对质心偏移的放大系数。
translation_effect_default,global_assumption,assumption,0.2,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,非冲撞类平动动作对质心偏移的默认折减。
phase_work_decay_default,global_assumption,assumption,0.96,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,多阶段动作暴露累积时的默认衰减因子。
recovery_height_m,global_assumption,assumption,0.7,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,倒地反击起身阶段的恢复高度近似。
recovery_efficiency,global_assumption,assumption,0.35,-,src/q1/model_v1.py,MODEL_ASSUMPTIONS,倒地恢复功的效率折减系数。
torso_mass_ratio,legacy_compatibility,compatibility_assumption,0.42,-,src/q1/model_v1.py,LEGACY_COMPATIBILITY_ASSUMPTIONS,兼容 Q2 阶段中，用于树立防护和冲撞等旧问题质量口径。
single_arm_mass_ratio,legacy_compatibility,compatibility_assumption,0.07,-,src/q1/model_v1.py,LEGACY_COMPATIBILITY_ASSUMPTIONS,兼容 Q2 防护有效支撑质量和上肢动作的遗留口径。
single_leg_mass_ratio,legacy_compatibility,compatibility_assumption,0.15,-,src/q1/model_v1.py,LEGACY_COMPATIBILITY_ASSUMPTIONS,兼容 Q2 下肢攻防质量和步法动作的遗留口径。
forearm_mass_ratio,legacy_compatibility,compatibility_assumption,0.45,-,src/q1/model_v1.py,LEGACY_COMPATIBILITY_ASSUMPTIONS,兼容 Q2 前臂受力质量估计的遗留参数。
thigh_mass_ratio,legacy_compatibility,compatibility_assumption,0.54,-,src/q1/model_v1.py,LEGACY_COMPATIBILITY_ASSUMPTIONS,兼容 Q2 大腿受力质量估计的遗留参数。
